,release_date,title,downloads,show,color
485,2018-09-04,The Bull Pen Podcast #3: Bought a Lambo with BTC,3765.0,The Bull Pen Podcast,"rgb(247,195,24)"
488,2018-09-05,TBP Announcements: FansTime,3362.0,TBP Announcements,"rgba(0,0,0,0.65)"
487,2018-09-05,Hashing It Out #21: Mythril - Bernhard Mueller,3603.0,Hashing It Out,#6dc3d7
489,2018-09-06,Dose of Ether #2: Ethereal Valuation,3872.0,Does of Ether,#a2a2a2
490,2018-09-07,Creating a Humanist Blockchain Future #49,3370.0,Creating a Humanist Blockchain Future,"rgb(210,20,4)"
491,2018-09-07,Just the Headers #20,3827.0,Just the Headers,#2f2e43
492,2018-09-09,The Bitcoin Podcast #222: Imran Khan,4218.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
493,2018-09-11,Crypto Until Infinity #23: Blockchain Music Milestone,3676.0,Crypto Until Infinity,#cce5e5
494,2018-09-12,The Bull Pen Podcast #4: You Would Do What for a $20 BTC?,3609.0,The Bull Pen Podcast,"rgb(247,195,24)"
495,2018-09-13,Hashing It Out #22: Casper+Sharding - Danny Ryan,4189.0,Hashing It Out,#6dc3d7
496,2018-09-14,Dose of Ether #3: EthBerlin,3690.0,Does of Ether,#a2a2a2
497,2018-09-14,Just the Headers #21,3776.0,Just the Headers,#2f2e43
498,2018-09-15,The Bitcoin Podcast #223: Zvika Landau,4233.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
499,2018-09-18,The Bull Pen Podcast #5: The Masked Man,3583.0,The Bull Pen Podcast,"rgb(247,195,24)"
500,2018-09-18,Creating a Humanist Blockchain Future #50,3690.0,Creating a Humanist Blockchain Future,"rgb(210,20,4)"
501,2018-09-19,Hashing It Out #23: Avalanche - Emin Gün Sirer,4214.0,Hashing It Out,#6dc3d7
502,2018-09-21,Dose of Ether #4: The Institutions Are Coming,3958.0,Does of Ether,#a2a2a2
503,2018-09-22,Just the Headers #22,3705.0,Just the Headers,#2f2e43
504,2018-09-22,The Bitcoin Podcast #224: Ray Redacted,4441.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
505,2018-09-24,Law & Blockchain #1: Scott Purcell,4094.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
506,2018-09-24,The Bull Pen Podcast #6: Man vs Machine,3752.0,The Bull Pen Podcast,"rgb(247,195,24)"
507,2018-09-25,Crypto Until Infinity #24: Why You Won't Make Money In The Next Bull Market,4029.0,Crypto Until Infinity,#cce5e5
508,2018-09-26,Hashing It Out #24: Loki Network - Simon Harman & Kee Jefferys,3802.0,Hashing It Out,#6dc3d7
509,2018-09-27,Dose of Ether #5: Cold Hard Wallets,3874.0,Does of Ether,#a2a2a2
510,2018-09-28,Just the Headers #23,3781.0,Just the Headers,#2f2e43
511,2018-09-29,Law & Blockchain #2: Howard Marks,3715.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
512,2018-09-29,The Bitcoin Podcast #225: Brock Pierce,5178.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
513,2018-10-02,Crypto Until Infinity #25: Are We Gentrifying Crypto?,3480.0,Crypto Until Infinity,#cce5e5
514,2018-10-03,Dose of Ether #6: Off Chain Contemplation,3484.0,Does of Ether,#a2a2a2
515,2018-10-04,Hashing It Out #25: Embark Framework - Iuri Matias,3426.0,Hashing It Out,#6dc3d7
516,2018-10-05,Just the Headers #24,3353.0,Just the Headers,#2f2e43
517,2018-10-06,Creating a Humanist Blockchain Future #51,3298.0,Creating a Humanist Blockchain Future,"rgb(210,20,4)"
518,2018-10-07,The Bitcoin Podcast #226: Alena Vranova,3716.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
519,2018-10-08,Law & Blockchain #3: Ragnar Lifthasir,3461.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
520,2018-10-09,TBP Announcements: Cool Wallet S,3020.0,TBP Announcements,"rgba(0,0,0,0.65)"
521,2018-10-09,The Bull Pen Podcast #7: Currency Independence,3453.0,The Bull Pen Podcast,"rgb(247,195,24)"
522,2018-10-10,Crypto Until Infinity #26: Chill Markets,2999.0,Crypto Until Infinity,#cce5e5
523,2018-10-10,"Hashing It Out #26: NuFHE - Michael Egorov and John ""Tux"" Pacific",3320.0,Hashing It Out,#6dc3d7
524,2018-10-12,Dose of Ether #7: Delimiting Decentralization,3125.0,Does of Ether,#a2a2a2
525,2018-10-12,Just the Headers #25,3367.0,Just the Headers,#2f2e43
526,2018-10-14,The Bitcoin Podcast #227: Samson Williams,3825.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
528,2018-10-16,Crypto Until Infinity #27: The Reason Bitcoin Is Pumping,3566.0,Crypto Until Infinity,#cce5e5
527,2018-10-16,The Bull Pen Podcast #8: $500 Million Dollars Later,3192.0,The Bull Pen Podcast,"rgb(247,195,24)"
529,2018-10-18,The Bull Pen Podcast #8.5: Hacker Livestreams 51% Attack on Bitcoin Private,3174.0,The Bull Pen Podcast,"rgb(247,195,24)"
530,2018-10-18,Hashing It Out #27: Radical Markets - Dr. E. Glen Weyl,3416.0,Hashing It Out,#6dc3d7
531,2018-10-19,TBP Announcements: Fetch.ai,2850.0,TBP Announcements,"rgba(0,0,0,0.65)"
532,2018-10-19,Just the Headers #26,3363.0,Just the Headers,#2f2e43
533,2018-10-21,The Bitcoin Podcast #228: Rene Pickhardt,3529.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
534,2018-10-22,Dose of Ether #8: Leveling Up,3020.0,Does of Ether,#a2a2a2
535,2018-10-23,The Bull Pen Podcast #9: Mile High Club,3240.0,The Bull Pen Podcast,"rgb(247,195,24)"
537,2018-10-24,Hashing It Out #28: Panvala - Niran Babalola,3416.0,Hashing It Out,#6dc3d7
536,2018-10-24,Crypto Until Infinity #28: Coinbase Adds a Stablecoin,3240.0,Crypto Until Infinity,#cce5e5
538,2018-10-25,The Bitcoin Podcast #229: Chris Horlacher & Christian Saucier,3401.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
539,2018-10-28,The Bull Pen Podcast #10: Google + 5G + AI + Blockchain + Crypto = ?,3819.0,The Bull Pen Podcast,"rgb(247,195,24)"
540,2018-10-29,Law & Blockchain #4: Georgia Quinn,2976.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
541,2018-10-31,Crypto Until Infinity #29: Short and Sweet,2959.0,Crypto Until Infinity,#cce5e5
542,2018-10-31,Devcon4: Recap Part 1,3366.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
543,2018-11-03,Just the Headers #27,3096.0,Just the Headers,#2f2e43
544,2018-11-04,The Bitcoin Podcast #230,3304.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
545,2018-11-06,The Bull Pen Podcast #11: Your Bit is MyBit,3349.0,The Bull Pen Podcast,"rgb(247,195,24)"
546,2018-11-08,Crypto Until Infinity #30: Did Your Vote Count?,2903.0,Crypto Until Infinity,#cce5e5
547,2018-11-09,Dose of Ether #9: Conference Sets - Crypto for Consumers,3073.0,Does of Ether,#a2a2a2
548,2018-11-11,Just the Headers #28,2493.0,Just the Headers,#2f2e43
549,2018-11-11,The Bitcoin Podcast #231: Dmitri Love,3059.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
550,2018-11-12,Law & Blockchain #5: Ken Moyle,2871.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
551,2018-11-13,The Bull Pen Podcast #12: Crypto in the Land Down Under,2951.0,The Bull Pen Podcast,"rgb(247,195,24)"
552,2018-11-14,Hashing It Out #29: Universal Logins - Alex van de Sande,2930.0,Hashing It Out,#6dc3d7
553,2018-11-15,Dose of Ether #10: Conference Sets - Innovation for Investors,2905.0,Does of Ether,#a2a2a2
554,2018-11-17,Just the Headers #29,2745.0,Just the Headers,#2f2e43
555,2018-11-17,"Crypto Until Infinity #31: Bitcoin Record Low, Android Crypto Scams, China Ban",2897.0,Crypto Until Infinity,#cce5e5
556,2018-11-18,The Bitcoin Podcast #232: Matthew Aaron,3196.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
557,2018-11-19,TBP Announcements: Patrick Camuso - CPA,2520.0,TBP Announcements,"rgba(0,0,0,0.65)"
558,2018-11-19,The Bull Pen Podcast #13: From Wikipedia to Everipedia,2932.0,The Bull Pen Podcast,"rgb(247,195,24)"
559,2018-11-21,Hashing It Out #30: CyberMiles - Michael Yuan,2513.0,Hashing It Out,#6dc3d7
560,2018-11-21,The Bull Pen Podcast Bonus Episode: Bitcoin Could Hit $169 by 2020,3068.0,The Bull Pen Podcast,"rgb(247,195,24)"
561,2018-11-22,Law & Blockchain #6: Justin Newton,3172.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
562,2018-11-25,The Bitcoin Podcast #233: Vinny Lingham,3716.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
563,2018-11-28,Hashing It Out #31: Pokt Network - Michael O'Rourke &  Luis C. de Leon,2720.0,Hashing It Out,#6dc3d7
564,2018-11-29,Dose of Ether #11: Conference Sets - Bold Business Cases,2835.0,Does of Ether,#a2a2a2
567,2018-11-30,TBP Flashback: Episode 38,2710.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
565,2018-11-30,Law & Blockchain #7: David Silver,2409.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
566,2018-11-30,Just the Headers #30,2815.0,Just the Headers,#2f2e43
568,2018-12-01,The Bitcoin Podcast #234: Trent McConaghy,3162.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
569,2018-12-04,The Bull Pen Podcast #14: Chinese Walls,2818.0,The Bull Pen Podcast,"rgb(247,195,24)"
570,2018-12-04,Dose of Ether #12: Conference Sets - Consulting Crypto Start Ups,2941.0,Does of Ether,#a2a2a2
571,2018-12-07,Hashing It Out #32: Grid+ - Alex Miller & Karl Kreder,2740.0,Hashing It Out,#6dc3d7
573,2018-12-09,The Bitcoin Podcast #235: Max Brody & Cameron Hejazi,3202.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
572,2018-12-09,Crypto Until Infinity #32: What You Missed In Crypto,2451.0,Crypto Until Infinity,#cce5e5
574,2018-12-10,Just the Headers #31,3072.0,Just the Headers,#2f2e43
575,2018-12-14,Dose of Ether #13: Scalegate,2550.0,Does of Ether,#a2a2a2
576,2018-12-15,Just the Headers #32,2437.0,Just the Headers,#2f2e43
577,2018-12-15,Hashing It Out #33: Loom Network / Plasma Cash - Georgios Konstantopoulos,2651.0,Hashing It Out,#6dc3d7
578,2018-12-15,Crypto Until Infinity #33: You're Gonna Lose Everything,2747.0,Crypto Until Infinity,#cce5e5
579,2018-12-16,The Bitcoin Podcast #236: Ronnie Moas,5384.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
580,2018-12-19,Hashing It Out #34: Storj - Shawn Wilkinson & JT Olio,2497.0,Hashing It Out,#6dc3d7
581,2018-12-19,"The Bull Pen Podcast #15: Markets, Updates and Expectations for 2019",3120.0,The Bull Pen Podcast,"rgb(247,195,24)"
582,2018-12-22,Crypto Until Infinity #34: Tax Free Bitcoin? The U.S. and U.K. Make Changes,2731.0,Crypto Until Infinity,#cce5e5
583,2018-12-23,The Bitcoin Podcast #237,3803.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
584,2018-12-29,Just the Headers #33,2584.0,Just the Headers,#2f2e43
585,2018-12-30,The Bitcoin Podcast #238,3106.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
586,2019-01-04,Just the Headers #34,2596.0,Just the Headers,#2f2e43
587,2019-01-06,The Bitcoin Podcast #239,2818.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
588,2019-01-08,Law & Blockchain #8: Marc Borion & Jason Gottlieb,2479.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
589,2019-01-09,The Bull Pen Podcast #16: Liquid Assets,2909.0,The Bull Pen Podcast,"rgb(247,195,24)"
590,2019-01-13,The Bitcoin Podcast #240,2801.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
591,2019-01-15,The Bull Pen Podcast #17: The World's Most Secure Online Wallet,2515.0,The Bull Pen Podcast,"rgb(247,195,24)"
592,2019-01-16,Just the Headers #35,2447.0,Just the Headers,#2f2e43
593,2019-01-18,Law & Blockchain #9: Juan Hernandez & Patrick Daugherty,2470.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
594,2019-01-19,Hashing It Out #35: Constantinople Postponement - Trail of Bits & ChainSecurity,2278.0,Hashing It Out,#6dc3d7
595,2019-01-20,The Bitcoin Podcast #241,2419.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
596,2019-01-20,Just the Headers #36,2094.0,Just the Headers,#2f2e43
597,2019-01-21,Crypto Until Infinity #35: Your Crypto Resources,2505.0,Crypto Until Infinity,#cce5e5
598,2019-01-23,The Bull Pen Podcast #18: Sold EVERYTHING and Bought Bitcoin,2522.0,The Bull Pen Podcast,"rgb(247,195,24)"
599,2019-01-25,Just the Headers #37,2251.0,Just the Headers,#2f2e43
600,2019-01-27,The Bitcoin Podcast #242,2333.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
601,2019-01-28,TBP Announcements: Coin Cloud,1993.0,TBP Announcements,"rgba(0,0,0,0.65)"
602,2019-01-29,The Bull Pen Podcast #19: CoinDesk Insider,2180.0,The Bull Pen Podcast,"rgb(247,195,24)"
603,2019-01-30,Dose of Ether #14: Staying Strong,2316.0,Does of Ether,#a2a2a2
604,2019-02-02,Just the Headers #38,2055.0,Just the Headers,#2f2e43
605,2019-02-03,The Bitcoin Podcast #243: Taylor Monahan & Ray Redacted,2129.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
606,2019-02-03,TBP Announcements: Paxos,1904.0,TBP Announcements,"rgba(0,0,0,0.65)"
607,2019-02-04,The Bull Pen Podcast #20: The Crypto Curator,1984.0,The Bull Pen Podcast,"rgb(247,195,24)"
608,2019-02-06,TBP Announcements: Digitex Futures,2018.0,TBP Announcements,"rgba(0,0,0,0.65)"
609,2019-02-08,Law & Blockchain #10: Andrea Tinianow,1657.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
610,2019-02-08,Just the Headers #39,1826.0,Just the Headers,#2f2e43
611,2019-02-10,The Bitcoin Podcast #244,1930.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
612,2019-02-11,The Bull Pen Podcast #21: The Crypto Curator,1596.0,The Bull Pen Podcast,"rgb(247,195,24)"
